Year;Age;Female_Deaths;Male_Deaths;Total_Deaths;Female_Rate_Deaths;Male_Rate_Deaths;Total_Rate_Deaths;Female_Population;Male_Population;Total_Population
1992;0;1890;2319;4209;0,013842;0,016239;0,015067;137242,54;143654,94;280897,48
1992;1;150;222;372;0,001104;0,001563;0,001339;134593,85;140715,42;275309,27
1992;2;93;134;227;0,000672;0,000927;0,000802;141549,73;147507,9;289057,63
1992;3;52;111;163;0,000361;0,000738;0,000553;145633,53;151902,89;297536,42
1992;4;44;48;92;0,0003;0,000313;0,000307;147489,34;154421,43;301910,77
1992;5;30;37;67;0,000219;0,000259;0,000239;127352,19;131877,29;259229,48
1992;6;36;31;67;0,000289;0,000241;0,000264;122107,49;125772,57;247880,06
1992;7;27;42;69;0,000223;0,000335;0,00028;119702,18;123937,11;243639,29
1992;8;29;41;70;0,000244;0,000334;0,00029;119862,54;123572,49;243435,03
1992;9;25;35;60;0,000205;0,000279;0,000243;125539,61;128969,88;254509,49
1992;10;23;37;60;0,000179;0,00028;0,00023;128195,44;132301,69;260497,13
1992;11;23;49;72;0,000187;0,000384;0,000287;120931,21;125810,83;246742,04
1992;12;25;37;62;0,000208;0,000298;0,000254;118786,91;121931,74;240718,65
1992;13;25;46;71;0,000213;0,000383;0,000299;115663,38;118231,25;233894,63
1992;14;32;58;90;0,000276;0,000487;0,000383;116079,64;120335,27;236414,91
1992;15;38;62;100;0,000332;0,000525;0,00043;113494,25;116665,68;230159,93
1992;16;50;92;142;0,000432;0,000774;0,000606;118497,28;121902,42;240399,7
1992;17;49;108;157;0,0004;0,000855;0,000631;124128,56;128274,49;252403,05
1992;18;44;128;172;0,000353;0,000996;0,000679;125507,13;128945,6;254452,73
1992;19;52;151;203;0,000421;0,001212;0,000818;122183,39;121232,29;243415,68
1992;20;55;164;219;0,000446;0,001346;0,000893;121615,16;119479,51;241094,67
1992;21;52;199;251;0,000432;0,001671;0,001048;120135,32;119548,21;239683,53
1992;22;71;193;264;0,000596;0,001632;0,001112;120665,68;119765,88;240431,56
1992;23;57;189;246;0,000469;0,001579;0,00102;122919,13;120179,16;243098,29
1992;24;49;186;235;0,000396;0,001543;0,000962;123936,26;120465,83;244402,09
1992;25;63;216;279;0,000505;0,001791;0,001137;123702,64;119022,69;242725,33
1992;26;70;202;272;0,000562;0,001688;0,001114;125801,03;120866,21;246667,24
1992;27;58;197;255;0,000457;0,001612;0,001023;126990,26;122481,19;249471,45
1992;28;79;205;284;0,000634;0,0017;0,001158;124380,11;120778,23;245158,34
1992;29;64;201;265;0,00051;0,001658;0,001074;124717,9;119927,22;244645,12
1992;30;63;224;287;0,00051;0,001892;0,001187;122920,24;117580,33;240500,57
1992;31;77;218;295;0,000646;0,001909;0,001264;114493,59;110177,58;224671,17
1992;32;63;223;286;0,000542;0,002004;0,001257;119021,89;113476,17;232498,06
1992;33;73;207;280;0,000637;0,001872;0,001243;109860,66;107397,16;217257,82
1992;34;89;214;303;0,00084;0,002084;0,001452;103308,25;99285,1;202593,35
1992;35;98;242;340;0,000949;0,002457;0,001685;101976,01;96568,86;198544,87
1992;36;92;198;290;0,000916;0,002088;0,001485;98323,15;92616,62;190939,77
1992;37;91;215;306;0,000944;0,00237;0,001635;94981,08;89349,19;184330,27
1992;38;127;213;340;0,001362;0,002418;0,001875;91916,41;87264,45;179180,86
1992;39;111;206;317;0,001246;0,002431;0,001824;85769,62;81845,34;167614,96
1992;40;94;216;310;0,001126;0,002744;0,001912;82336,65;76885,1;159221,75
1992;41;139;241;380;0,001739;0,003165;0,002434;78024,43;75855,05;153879,48
1992;42;133;273;406;0,001619;0,003455;0,002519;85600,06;81683,94;167284
1992;43;149;250;399;0,001872;0,003313;0,002573;74287,04;70084,72;144371,76
1992;44;151;247;398;0,002112;0,00369;0,002875;69531,43;64711,38;134242,81
1992;45;155;295;450;0,002287;0,004694;0,003445;68241,04;63188,49;131429,53
1992;46;172;302;474;0,002511;0,004678;0,003562;68936,43;66221,16;135157,59
1992;47;165;274;439;0,002417;0,004208;0,003291;67765,91;64304,88;132070,79
1992;48;173;302;475;0,002612;0,004812;0,003682;64892,36;61498,64;126391
1992;49;217;336;553;0,003423;0,005637;0,004496;62084,81;58035,66;120120,47
1992;50;203;388;591;0,003302;0,006842;0,005001;61083,01;55740,16;116823,17
1992;51;238;368;606;0,004067;0,00672;0,00535;56163,83;54152,03;110315,86
1992;52;256;382;638;0,004413;0,006924;0,005637;60091,92;56557,86;116649,78
1992;53;250;344;594;0,004483;0,006657;0,005529;51688,32;47153,68;98842
1992;54;243;401;644;0,004757;0,008717;0,006633;50720,47;45219,26;95939,73
1992;55;266;459;725;0,005357;0,01041;0,007734;48835,55;43393,65;92229,2
1992;56;300;442;742;0,006289;0,010255;0,008171;46851,88;43260,65;90112,53
1992;57;312;444;756;0,006787;0,010538;0,008581;45390,03;41449,96;86839,99
1992;58;323;528;851;0,007148;0,012874;0,009873;45296,39;41056,19;86352,58
1992;59;351;554;905;0,007686;0,013768;0,010535;46367,39;39958,71;86326,1
1992;60;341;625;966;0,007231;0,015779;0,011134;48288,15;39846,71;88134,86
1992;61;434;734;1168;0,009436;0,018519;0,01364;44086,42;40096,93;84183,35
1992;62;519;797;1316;0,011143;0,019378;0,015005;49548,31;42937,96;92486,27
1992;63;531;785;1316;0,011411;0,019651;0,015217;44043,8;37753,23;81797,03
1992;64;554;829;1383;0,012872;0,022258;0,017226;42582,1;37544,57;80126,67
1992;65;550;762;1312;0,013378;0,021277;0,017055;40189,58;34875,32;75064,9
1992;66;568;751;1319;0,015412;0,023839;0,019296;34070,3;28877,01;62947,31
1992;67;569;836;1405;0,017265;0,029937;0,023078;32408,97;27762,58;60171,55
1992;68;592;828;1420;0,019284;0,032356;0,025227;29568,84;24249,17;53818,01
1992;69;652;832;1484;0,023082;0,036283;0,028997;27546,94;22439,04;49985,98
1992;70;657;898;1555;0,023693;0,040784;0,031257;28561,67;22457,74;51019,41
1992;71;716;937;1653;0,027044;0,044224;0,034681;25078,19;20834,54;45912,73
1992;72;744;934;1678;0,02868;0,045274;0,03603;27535,82;21360,13;48895,95
1992;73;763;925;1688;0,030278;0,04842;0,0381;23615,49;17775,93;41391,42
1992;74;816;943;1759;0,035493;0,055732;0,044073;23156,6;16996,6;40153,2
1992;75;899;971;1870;0,040228;0,060275;0,048626;22400,4;16183,99;38584,39
1992;76;889;1022;1911;0,042424;0,068463;0,053256;20402,49;14668,19;35070,68
1992;77;969;969;1938;0,050512;0,071012;0,059033;18887,75;13609,51;32497,26
1992;78;993;1004;1997;0,054455;0,079061;0,064556;18563,63;12775,66;31339,29
1992;79;964;997;1961;0,056733;0,087845;0,069192;16410,29;10931,06;27341,35
1992;80;980;890;1870;0,06045;0,087868;0,070993;15823,45;10061,08;25884,53
1992;81;1016;909;1925;0,069783;0,100729;0,081625;14291,55;8889,68;23181,23
1992;82;1035;866;1901;0,08018;0,111625;0,091984;12550,31;7510,12;20060,43
1992;83;959;785;1744;0,085286;0,119739;0,097975;10938,04;6426,75;17364,79
1992;84;930;764;1694;0,095005;0,137553;0,110407;9589,39;5458,54;15047,93
1992;85;877;650;1527;0,102182;0,141493;0,115887;8478,44;4434,55;12912,99
1992;86;855;598;1453;0,115782;0,163097;0,13148;7156,52;3520,66;10677,18
1992;87;770;490;1260;0,126182;0,167762;0,139642;5860,36;2863,17;8723,53
1992;88;688;442;1130;0,137503;0,187605;0,153542;4875,53;2313,44;7188,97
1992;89;635;350;985;0,154365;0,187566;0,164726;4013,07;1813,23;5826,3
1992;90;588;272;860;0,17742;0,186515;0,180199;3228,12;1414,06;4642,18
1992;91;525;268;793;0,201595;0,24035;0,213214;2533,62;1083,87;3617,49
1992;92;382;194;576;0,19417;0,243345;0,208351;1851,47;739,18;2590,65
1992;93;330;123;453;0,231742;0,233699;0,23227;1350,4;470,16;1820,56
1992;94;232;113;345;0,22084;0,334198;0,248442;1029,7;323,08;1352,78
1992;95;219;61;280;0,281566;0,257681;0,275993;750,87;236,53;987,4
1992;96;178;53;231;0,330104;0,301071;0,322959;523,27;171,51;694,78
1992;97;119;33;152;0,322719;0,291898;0,315487;360,28;96,59;456,87
1992;98;74;21;95;0,295087;0,305848;0,2974;236,1;67,12;303,22
1992;99;61;21;82;0,372515;0,443771;0,388491;157,96;48,19;206,15
1992;100;39;14;53;0,367809;0,464114;0,389138;103,52;29,38;132,9
1992;101;30;9;39;0,437637;0,466724;0,444023;66,98;20,13;87,11
1992;102;17;7;24;0,368032;0,523952;0,403011;47,98;14,24;62,22
1992;103;11;4;15;0,33763;0,438116;0,359626;30,67;9,23;39,9
1992;104;7;4;11;0,361851;0,676819;0,435557;16,69;6,45;23,14
1992;105;2;0;2;0,189454;0;0,130449;8,68;4,89;13,57
1992;106;2;1;3;0,299775;0,3245;0,307587;6,61;1,79;8,4
1992;107;5;0;5;0,995355;0;0,837755;6,93;0,55;7,48
1992;108;4;0;4;1,24805;0;1,005025;3,85;1;4,85
1992;109;1;0;1;0,831025;0;0,519931;0,92;0,44;1,36
1992;110;3;0;3;0,796813;0;0,601805;5;1;6
1993;0;1671;2121,05;3792,05;0,012412;0,01506;0,013766;135971,67;142020,8;277992,47
1993;1;140;195;335;0,001029;0,001372;0,001204;136878,01;143181,8;280059,81
1993;2;97;85;182;0,000714;0,000599;0,000655;134474,65;140540,56;275015,21
1993;3;51;68,01;119,01;0,000367;0,000469;0,000419;141478,5;147385,9;288864,4
1993;4;30;57;87;0,000208;0,000379;0,000295;145585,52;151825,21;297410,73
1993;5;47;43,01;90,01;0,000322;0,000282;0,000301;147453,49;154379,75;301833,24
1993;6;34;51;85;0,000249;0,000359;0,000305;127318,92;131843,38;259162,3
1993;7;24;44;68;0,000192;0,000341;0,000267;122076,48;125736,16;247812,64
1993;8;20;45;65;0,000165;0,000359;0,000264;119673,95;123895,25;243569,2
1993;9;27;33;60;0,000227;0,000269;0,000248;119835,98;123535,24;243371,22
1993;10;27;40;67;0,000221;0,000318;0,000271;125515,74;128933,78;254449,52
1993;11;35;40;75;0,000272;0,000302;0,000288;128172,2;132258,11;260430,31
1993;12;20;42;62;0,000162;0,000329;0,000247;120907,27;125768,23;246675,5
1993;13;29;46;75;0,000241;0,000371;0,000307;118762,07;121890,26;240652,33
1993;14;30;58;88;0,000256;0,000483;0,000371;115634,84;118179,28;233814,12
1993;15;35;65,01;100,01;0,000303;0,000546;0,000426;116045,08;120276,38;236321,46
1993;16;53;88;141;0,000465;0,000749;0,000609;113450,09;116588,68;230038,77
1993;17;40;115;155;0,000346;0,00097;0,000662;118447,99;121802,59;240250,58
1993;18;44;141;185;0,000359;0,001119;0,000744;124081,65;128156,16;252237,81
1993;19;49;161;210;0,000393;0,001256;0,000831;125459,09;128805,44;254264,53
1993;20;59;190;249;0,000479;0,001529;0,001006;122129,07;121070,35;243199,42
1993;21;48;187,01;235,01;0,000389;0,001536;0,000958;121561,66;119296,79;240858,45
1993;22;45;170;215;0,000373;0,001428;0,000897;120073,99;119353,79;239427,78
1993;23;46;216,01;262,01;0,000387;0,001831;0,001106;120602,21;119576,15;240178,36
1993;24;50;196,01;246,01;0,000411;0,001639;0,00102;122866,16;119992,01;242858,17
1993;25;52;245;297;0,000421;0,002035;0,001217;123880,03;120262,79;244142,82
1993;26;67;221,01;288,01;0,000538;0,001837;0,001176;123635,97;118813,68;242449,65
1993;27;60;234;294;0,000482;0,001958;0,001205;125736,94;120666,08;246403,02
1993;28;67;218;285;0,000527;0,001784;0,001143;126921,49;122280,22;249201,71
1993;29;62;222,01;284,01;0,000497;0,001842;0,001158;124308,61;120574,79;244883,4
1993;30;78;231,01;309,01;0,000621;0,001904;0,001251;124654,33;119714,61;244368,94
1993;31;79;226,01;305,01;0,00064;0,00191;0,001262;122849,72;117359,17;240208,89
1993;32;68;230,01;298,01;0,000571;0,002017;0,001278;114424;109957,17;224381,17
1993;33;73;206;279;0,000628;0,001851;0,001226;118953,8;113261,98;232215,78
1993;34;81;210,01;291,01;0,000705;0,001894;0,001289;109779,58;107187,01;216966,59
1993;35;100;231,01;331,01;0,000944;0,002257;0,001589;103214,21;99056,35;202270,56
1993;36;89;229,01;318,01;0,000864;0,002335;0,001582;101880,98;96350,14;198231,12
1993;37;108;228,01;336,01;0,001077;0,002411;0,001725;98231,43;92408,82;190640,25
1993;38;112;213;325;0,001164;0,002353;0,00174;94872,9;89138,51;184011,41
1993;39;124;232,01;356,01;0,001331;0,002636;0,001965;91795,75;87051,83;178847,58
1993;40;117;236;353;0,001317;0,002791;0,002036;85668,66;81637,26;167305,92
1993;41;126;240,01;366,01;0,001513;0,003058;0,002263;82219,67;76656,37;158876,04
1993;42;143;257;400;0,001792;0,003384;0,002568;77888,87;75599,19;153488,06
1993;43;122;257;379;0,001486;0,003257;0,002354;85458,97;81421,58;166880,55
1993;44;141;259,01;400,01;0,001775;0,00344;0,002585;74136,21;69836,58;143972,79
1993;45;171;304,01;475,01;0,002396;0,004552;0,003438;69377,28;64437,89;133815,17
1993;46;177;282,01;459,01;0,002614;0,004492;0,003518;68079,38;62894,17;130973,55
1993;47;200;317;517;0,002929;0,004926;0,003898;68767,3;65931,06;134698,36
1993;48;197;321,01;518,01;0,002898;0,004954;0,003902;67596,72;64017,09;131613,81
1993;49;214;325,01;539,01;0,003248;0,005211;0,004203;64696,89;61179,67;125876,56
1993;50;223;347;570;0,003534;0,005856;0,004658;61874,7;57671,49;119546,19
1993;51;261;360,01;621,01;0,004262;0,00639;0,005282;60863,27;55365,69;116228,96
1993;52;233;423,01;656,01;0,003999;0,007782;0,005825;55915,69;53774,66;109690,35
1993;53;296;414,01;710,01;0,005132;0,007566;0,006317;59837,26;56193,11;116030,37
1993;54;263;428,01;691,01;0,004744;0,008354;0,006478;51443,9;46783,5;98227,4
1993;55;259;460,01;719,01;0,005093;0,010075;0,00745;50467,72;44791;95258,72
1993;56;276;483,01;759,01;0,005579;0,011016;0,008134;48549,42;42940,01;91489,43
1993;57;317;512,01;829,01;0,006643;0,011914;0,009141;46546,39;42817,63;89364,02
1993;58;326;522,02;848,02;0,00714;0,012529;0,009711;45071,8;40964,15;86035,95
1993;59;344;564,01;908,01;0,007665;0,013905;0,010627;44961,45;40517,01;85478,46
1993;60;377;635,01;1012,01;0,008342;0,016056;0,011942;46022,11;39368,78;85390,89
1993;61;389;636,02;1025,02;0,008345;0,016332;0,011981;47910,38;39182,31;87092,69
1993;62;495;786,02;1281,02;0,010903;0,020175;0,015185;43601,73;39322,42;82924,15
1993;63;538;821,02;1359,02;0,011674;0,020313;0,015711;49023,91;42141,25;91165,16
1993;64;572;874,02;1446,02;0,012448;0,022314;0,016988;43493,06;36940,4;80433,46
1993;65;607;913,02;1520,02;0,01429;0,025048;0,019258;42030,14;36744,06;78774,2
1993;66;626;816,02;1442,02;0,015474;0,023365;0,01913;39635,98;34126,89;73762,87
1993;67;584;851,02;1435,02;0,016169;0,027829;0,021515;33503,08;28085,28;61588,36
1993;68;575;898,02;1473,02;0,017769;0,033137;0,024774;31826,64;26928,83;58755,47
1993;69;633;875,02;1508,02;0,021069;0,035348;0,027519;28944,63;23418,68;52363,31
1993;70;669;897,02;1566,02;0,024175;0,040433;0,031409;26900,15;21578,51;48478,66
1993;71;697;879,02;1576,02;0,025738;0,041468;0,032645;27872,57;21539,92;49412,49
1993;72;752;1009,02;1761,02;0,029205;0,04972;0,038247;24346,79;19899,12;44245,91
1993;73;779;950,02;1729,02;0,030884;0,048207;0,038482;26786,71;20431,5;47218,21
1993;74;789;962,02;1751,02;0,032383;0,053079;0,041211;22826,95;16846,33;39673,28
1993;75;891;1044,02;1935,02;0,040214;0,065407;0,050763;22292,15;16033,22;38325,37
1993;76;943;1079,02;2022,02;0,043918;0,071364;0,055259;21505,03;15181,77;36686,8
1993;77;1002;960,03;1962,03;0,05005;0,068793;0,057749;19481,47;13683,3;33164,77
1993;78;1011;998,03;2009,03;0,055311;0,078495;0,064822;17914,31;12626,22;30540,53
1993;79;1061;1018,02;2079,02;0,061252;0,08676;0,071553;17571,58;11765,01;29336,59
1993;80;1054;1005,02;2059,02;0,061614;0,095333;0,074471;16599,24;10197,56;26796,8
1993;81;997;885,02;1882,02;0,065582;0,096121;0,077101;14827,86;9156,01;23983,87
1993;82;1092;960,03;2052,03;0,080725;0,118252;0,094799;13268,99;8006,17;21275,16
1993;83;1056;895,02;1951,02;0,088925;0,130001;0,104;11554,09;6686,15;18240,24
1993;84;893;788,02;1681,02;0,086843;0,137121;0,104869;9987,73;5648,22;15635,95
1993;85;942;703,02;1645,02;0,106131;0,145691;0,120063;8686,84;4751,39;13438,23
1993;86;894;669,02;1563,02;0,116199;0,169763;0,134343;7612,44;3810,76;11423,2
1993;87;830;533,01;1363,01;0,126762;0,172239;0,141357;6344,05;2977,1;9321,15
1993;88;763;405,01;1168,01;0,142887;0,165062;0,149868;5131,38;2397,37;7528,75
1993;89;697;436,01;1133,01;0,161788;0,223829;0,181106;4214,04;1917,82;6131,86
1993;90;610;326,01;936,01;0,175365;0,214623;0,187297;3397,17;1500,45;4897,62
1993;91;495;284,01;779,01;0,179322;0,242491;0,19814;2672,11;1144,1;3816,21
1993;92;482;210;692;0,225875;0,23952;0,229848;2081,24;853,74;2934,98
1993;93;348;166;514;0,219877;0,265774;0,232864;1495,88;581,51;2077,39
1993;94;269;93;362;0,238067;0,230777;0,236151;1070,16;352,28;1422,44
1993;95;220;74;294;0,270128;0,292907;0,275521;802,15;235,95;1038,1
1993;96;167;46,01;213,01;0,286736;0,257675;0,279917;553,09;179,72;732,81
1993;97;108;64;172;0,272087;0,503316;0,328189;375,81;128,99;504,8
1993;98;93;22;115;0,343594;0,279809;0,329236;264,58;69,87;334,45
1993;99;68;23;91;0,383928;0,490144;0,406174;168,83;46,12;214,95
1993;100;41;9;50;0,368319;0,295066;0,352564;107,56;30,47;138,03
1993;101;30;4;34;0,420649;0,188235;0,367296;69,36;18,13;87,49
1993;102;14;5;19;0,303271;0,384714;0,321163;43,97;12,24;56,21
1993;103;9;3;12;0,268203;0,346087;0,284192;34,21;8,89;43,1
1993;104;11;4;15;0,475813;0,746965;0,526809;21,82;5,23;27,05
1993;105;3;1;4;0,21747;0,263736;0,227445;12,38;4,66;17,04
1993;106;4;2;6;0,511945;0,532151;0,518508;6,68;4,34;11,02
1993;107;0;1;1;0;0,469116;0,16538;2,99;1,34;4,33
1993;108;0;0;0;0;0;0;2,46;0,55;3,01
1993;109;1;0;1;0,587084;0;0,403497;1,46;1;2,46
1993;110;0;1;1;0;0,686499;0,226929;2,45;1,44;3,89
1994;0;1565;1890;3455;0,011797;0,013642;0,012739;133162,33;139440,9;272603,23
1994;1;121;167;288;0,000902;0,001191;0,00105;135757,97;141601,38;277359,35
1994;2;50;97;147;0,000367;0,000683;0,000528;137052,22;143254,78;280307
1994;3;58;72;130;0,000425;0,000505;0,000466;135294,11;141371,73;276665,84
1994;4;36;56;92;0,000258;0,000385;0,000323;141625,75;147467,1;289092,85
1994;5;43;61;104;0,000299;0,000407;0,000354;144720,04;150870,39;295590,43
1994;6;36;45;81;0,000248;0,000297;0,000273;146177,8;152900,44;299078,24
1994;7;28;34;62;0,000205;0,00024;0,000223;128178,31;132505,05;260683,36
1994;8;24;34;58;0,000191;0,000262;0,000227;122131,85;125975,75;248107,6
1994;9;23;39;62;0,000189;0,00031;0,000251;119752,55;124219,66;243972,21
1994;10;23;32;55;0,000194;0,00026;0,000227;120019,2;123996;244015,2
1994;11;27;40;67;0,000221;0,000318;0,00027;125439,72;128755,96;254195,68
1994;12;27;46;73;0,00021;0,000349;0,000281;127933,25;131741,92;259675,17
1994;13;29;45;74;0,000236;0,000354;0,000296;120814,18;125579,49;246393,67
1994;14;28;57;85;0,000233;0,00046;0,000348;118721,64;121877,65;240599,29
1994;15;53;59;112;0,000452;0,000491;0,000472;115583,07;117982,6;233565,67
1994;16;40;93;133;0,000347;0,000785;0,000569;115581,5;119472,15;235053,65
1994;17;35;134;169;0,000307;0,001146;0,000732;113478,22;116139,52;229617,74
1994;18;42;120;162;0,000363;0,001016;0,000693;118591,65;121364,55;239956,2
1994;19;32;130;162;0,000261;0,001035;0,000653;124099,18;127712,44;251811,62
1994;20;40;160;200;0,000321;0,001253;0,000793;125172,7;128206,05;253378,75
1994;21;51;182;233;0,000414;0,001468;0,000943;122251,42;121137,53;243388,95
1994;22;45;189;234;0,000364;0,00155;0,000953;121747,88;119524,55;241272,43
1994;23;51;190;241;0,000423;0,001597;0,001006;119824,99;118926,05;238751,04
1994;24;48;166;214;0,000404;0,001409;0,000904;120794,45;119570,13;240364,58
1994;25;57;192;249;0,000469;0,001606;0,001033;122621,95;119859,2;242481,15
1994;26;40;222;262;0,000325;0,001848;0,001077;123461,32;119838,91;243300,23
1994;27;51;224;275;0,00041;0,001866;0,001126;123543,46;118706,3;242249,76
1994;28;69;223;292;0,000554;0,001866;0,001196;125985,09;120847,87;246832,96
1994;29;64;228;292;0,000502;0,001863;0,001169;127189,04;122373,18;249562,22
1994;30;71;237;308;0,000568;0,001963;0,001253;124593,53;120919,21;245512,74
1994;31;72;178;250;0,000572;0,001464;0,001011;124670,65;119800,91;244471,56
1994;32;76;249;325;0,000616;0,002106;0,001344;122813,7;117182,19;239995,89
1994;33;69;244;313;0,000579;0,002139;0,001342;114649,29;110264,9;224914,19
1994;34;77;221;298;0,000659;0,001976;0,001303;119684,76;114093,7;233778,46
1994;35;86;242;328;0,000746;0,002179;0,001449;109668,29;106765,02;216433,31
1994;36;97;243;340;0,000919;0,002385;0,001639;102626,96;98505,56;201132,52
1994;37;115;240;355;0,001122;0,002457;0,001773;101529,58;96065,58;197595,16
1994;38;113;241;354;0,001131;0,002554;0,001822;97933,69;92245,37;190179,06
1994;39;118;236;354;0,001229;0,002609;0,001898;94736;89192,92;183928,92
1994;40;120;228;348;0,001292;0,002592;0,001924;91448,59;86887,47;178336,06
1994;41;140;259;399;0,001581;0,003071;0,002308;85433,77;81403,88;166837,65
1994;42;127;273;400;0,001528;0,003487;0,002479;82086,68;76538,3;158624,98
1994;43;141;239;380;0,001768;0,003148;0,002441;77851,5;75643,54;153495,04
1994;44;179;256;435;0,002184;0,003245;0,002704;85293,99;81355,16;166649,15
1994;45;179;310;489;0,002258;0,004119;0,003164;74074,72;69832,1;143906,82
1994;46;191;346;537;0,002677;0,005176;0,003885;69425,42;64603,55;134028,97
1994;47;215;342;557;0,003182;0,005448;0,004273;67783,3;62781,27;130564,57
1994;48;219;357;576;0,003225;0,005569;0,004364;68336,79;65582,21;133919
1994;49;199;386;585;0,002949;0,005997;0,004437;67066,02;63558,09;130624,11
1994;50;244;406;650;0,003729;0,006555;0,005104;64334,11;60837,34;125171,45
1994;51;244;381;625;0,003886;0,006472;0,005137;61618,11;57306,27;118924,38
1994;52;241;436;677;0,003952;0,007798;0,005791;60604,84;54941,09;115545,93
1994;53;273;463;736;0,004713;0,008598;0,006585;55506,67;53244,39;108751,06
1994;54;290;478;768;0,005065;0,008824;0,006893;59424,12;55674,33;115098,45
1994;55;282;477;759;0,005116;0,009387;0,007165;51239,49;46522,53;97762,02
1994;56;323;495;818;0,006372;0,010882;0,008505;50384,42;44752,34;95136,76
1994;57;328;488;816;0,006617;0,011113;0,008729;48887,3;43128,2;92015,5
1994;58;333;551;884;0,006979;0,012865;0,009763;46240,29;42362,09;88602,38
1994;59;358;594;952;0,007893;0,014407;0,010995;44797,61;40604,33;85401,94
1994;60;376;613;989;0,008463;0,015341;0,01172;44361,35;39726,83;84088,18
1994;61;434;690;1124;0,009749;0,017787;0,013492;45314,13;38700,63;84014,76
1994;62;459;677;1136;0,010005;0,017678;0,013496;47205,99;38604,42;85810,41
1994;63;495;791;1286;0,011048;0,020628;0,015466;43147,12;38696,8;81843,92
1994;64;563;806;1369;0,012362;0,020285;0,016053;48407,66;41394,77;89802,43
1994;65;566;846;1412;0,01248;0,022024;0,016857;42920,56;36151,64;79072,2
1994;66;616;946;1562;0,014734;0,026619;0,020195;41267,49;35712,76;76980,25
1994;67;612;915;1527;0,015445;0,027033;0,020783;38733,56;33070,34;71803,9
1994;68;606;893;1499;0,017138;0,03016;0,023073;32890,95;27268,1;60159,05
1994;69;685;881;1566;0,021624;0,033544;0,027027;31140,83;26085,67;57226,5
1994;70;632;917;1549;0,021479;0,038189;0,028988;28444,33;22789,22;51233,55
1994;71;679;937;1616;0,025041;0,043607;0,033249;26289,97;20853,61;47143,58
1994;72;704;981;1685;0,026656;0,04815;0,036017;27150,08;20687,9;47837,98
1994;73;739;986;1725;0,029507;0,050851;0,038821;23658,21;18981,52;42639,73
1994;74;788;969;1757;0,032244;0,051722;0,040696;25903,93;19401,7;45305,63
1994;75;804;925;1729;0,034188;0,053971;0,042528;22025,02;15894,69;37919,71
1994;76;863;994;1857;0,04046;0,066187;0,05109;21435,12;15055,74;36490,86
1994;77;823;936;1759;0,039942;0,065915;0,050539;20554,12;14221,98;34776,1
1994;78;968;991;1959;0,050511;0,075857;0,060785;18644,01;12804,25;31448,26
1994;79;1027;995;2022;0,058865;0,084263;0,069116;17079,33;11705,76;28785,09
1994;80;1071;1042;2113;0,060913;0,095613;0,074191;17610,86;10883,02;28493,88
1994;81;1049;920;1969;0,065329;0,096054;0,076809;15575,04;9259,37;24834,41
1994;82;988;807;1795;0,06971;0,097055;0,079821;13785,74;8227,64;22013,38
1994;83;1008;905;1913;0,080676;0,125237;0,097005;12197,97;7082,91;19280,88
1994;84;967;733;1700;0,088747;0,121005;0,100273;10580,17;5846,24;16426,41
1994;85;944;661;1605;0,101055;0,131618;0,111741;9060,52;4894,98;13955,5
1994;86;847;648;1495;0,106285;0,155946;0,123305;7774,02;4068,9;11842,92
1994;87;866;545;1411;0,126665;0,162965;0,138589;6750,54;3210,39;9960,93
1994;88;771;435;1206;0,134309;0,166304;0,144324;5547,65;2508,7;8056,35
1994;89;725;401;1126;0,15757;0,197094;0,169688;4401,48;1976,71;6378,19
1994;90;582;301;883;0,15937;0,190418;0,168749;3556,1;1534,82;5090,92
1994;91;531;294;825;0,181563;0,241378;0,199149;2845,71;1195,97;4041,68
1994;92;436;205;641;0,191663;0,22192;0,200401;2183,72;898,02;3081,74
1994;93;348;178;526;0,201025;0,258954;0,21749;1667,44;666,29;2333,73
1994;94;291;124;415;0,229273;0,25566;0,236568;1188,09;452,92;1641,01
1994;95;211;78;289;0,239435;0,251194;0,242499;823,95;268,11;1092,06
1994;96;175;51;226;0,281447;0,267146;0,278088;609,65;176,64;786,29
1994;97;107;44;151;0,240976;0,346003;0,264358;416,7;124,27;540,97
1994;98;75;29;104;0,2488;0,330158;0,267158;275,59;87,02;362,61
1994;99;64;22;86;0,326786;0,402108;0,343233;184,55;47,35;231,9
1994;100;48;7;55;0,394813;0,220449;0,358703;114;30,22;144,22
1994;101;29;8;37;0,387899;0,339199;0,37622;72,49;24,23;96,72
1994;102;11;8;19;0,216784;0,531738;0,288812;47,99;13,58;61,57
1994;103;16;1;17;0,474871;0,112212;0,399014;32,67;8,34;41,01
1994;104;10;0;10;0,451399;0;0,347604;24,13;5,34;29,47
1994;105;7;0;7;0,450644;0;0,356264;15,13;2,89;18,02
1994;106;5;1;6;0,549954;0,365408;0,507257;8,84;3,11;11,95
1994;107;2;2;4;0,386349;0,886263;0,538117;4,84;2,89;7,73
1994;108;0;1;1;0;0,842697;0,21544;2,99;0,89;3,88
1994;109;2;0;2;1,030043;0;0,820793;1,92;0,55;2,47
1994;110;1;0;1;0,288739;0;0,193112;3,45;1,44;4,89
1995;0;1381;1726;3107;0,010515;0,012603;0,011581;132577,95;138010,53;270588,48
1995;1;171;177;348;0,001294;0,001284;0,001289;132859,37;138995,37;271854,74
