Year;Age;Female_Deaths;Male_Deaths;Total_Deaths;Female_Rate_Deaths;Male_Rate_Deaths;Total_Rate_Deaths;Female_Population;Male_Population;Total_Population
1998;70;782;1127;1909;0,020165;0,035949;0,027221;37955,76;31100,72;69056,48
1998;71;789;1063;1852;0,021947;0,036498;0,028459;34869,06;28401,02;63270,08
1998;72;763;1014;1777;0,02392;0,039923;0,031014;29997,09;23649,73;53646,82
1998;73;777;1053;1830;0,027198;0,046826;0,035843;27939,44;22297,23;50236,67
1998;74;844;1043;1887;0,03176;0,050674;0,040016;26098,22;19867,95;45966,17
1998;75;919;1039;1958;0,037562;0,056673;0,045748;23560,7;17578,58;41139,28
1998;76;916;1051;1967;0,039233;0,062401;0,048942;23978,15;16987,17;40965,32
1998;77;917;1004;1921;0,041959;0,064342;0,051283;20645,49;15155,32;35800,81
1998;78;976;1068;2044;0,046612;0,072615;0,057341;22099,78;15233,26;37333,04
1998;79;969;937;1906;0,048927;0,070898;0,057721;18581,85;12274,69;30856,54
1998;80;1097;1012;2109;0,059167;0,088322;0,070303;18705,34;11558,26;30263,6
1998;81;1065;958;2023;0,061143;0,091463;0,072529;17218,71;10380,27;27598,98
1998;82;1093;957;2050;0,068857;0,104054;0,081769;15602,72;8969,45;24572,17
1998;83;1123;847;1970;0,077669;0,105434;0,087586;14413,01;7988,91;22401,92
1998;84;1132;920;2052;0,08533;0,129646;0,100774;13243,78;7085,69;20329,47
1998;85;1074;848;1922;0,091713;0,141353;0,108528;11292,27;5802,49;17094,76
1998;86;1112;756;1868;0,112042;0,152364;0,125481;9642,39;4913,35;14555,74
1998;87;1020;711;1731;0,121205;0,173145;0,138238;8246,12;4030,97;12277,09
1998;88;1005;633;1638;0,142655;0,193016;0,158652;6850,27;3192,79;10043,06
1998;89;867;492;1359;0,151471;0,189418;0,163316;5529,84;2560,36;8090,2
1998;90;783;520;1303;0,17042;0,255477;0,196533;4485,65;2016,66;6502,31
1998;91;701;371;1072;0,188087;0,240608;0,203457;3699,7;1504,45;5204,15
1998;92;660;289;949;0,224027;0,253547;0,232262;2867,34;1101,22;3968,56
1998;93;453;237;690;0,203421;0,286674;0,225961;2137,02;812,18;2949,2
1998;94;419;201;620;0,25404;0,338804;0,276463;1594,02;590,87;2184,89
1998;95;322;110;432;0,268299;0,259618;0,266034;1174,2;410,1;1584,3
1998;96;252;92;344;0,285632;0,314508;0,292822;872,2;273,82;1146,02
1998;97;197;61;258;0,304668;0,301319;0,30387;641,51;205,65;847,16
1998;98;135;68;203;0,29678;0,488781;0,341749;430,99;136,07;567,06
1998;99;115;31;146;0,407385;0,393044;0,404253;256,51;69,63;326,14
1998;100;74;26;100;0,441163;0,596467;0,473197;172,03;45,69;217,72
1998;101;48;14;62;0,409225;0,502272;0,42709;121,13;28,9;150,03
1998;102;33;10;43;0,43239;0,59312;0,461472;70,47;16,24;86,71
1998;103;18;3;21;0,421842;0,323334;0,404248;39,24;8,34;47,58
1998;104;11;4;15;0,461442;0,670766;0,503328;22,33;7;29,33
1998;105;6;3;9;0,396214;0,711181;0,464836;16,08;4,78;20,86
1998;106;5;2;7;0,447628;0,670766;0,494641;11,58;3,56;15,14
1998;107;1;1;2;0,136271;0,325556;0,192123;5,91;4;9,91
1998;108;1;0;1;0,24077;0;0,140779;3,37;2,34;5,71
1998;109;0;0;0;0;0;0;2;0,44;2,44
1998;110;1;0;1;0,15544;0;0,115562;5,92;2;7,92
1999;0;1168;1486;2654;0,009522;0,011627;0,010596;124081,19;129024,38;253105,57
1999;1;54;55;109;0,000439;0,000429;0,000434;124370,71;130281,34;254652,05
1999;2;94;82;176;0,000749;0,000625;0,000686;126075,42;131687,55;257762,97
1999;3;44;55;99;0,000349;0,000419;0,000384;127973,77;133116,12;261089,89
1999;4;31;46;77;0,000238;0,00034;0,00029;131409,6;136606,03;268015,63
1999;5;34;41;75;0,000259;0,000299;0,000279;132495,75;138299,1;270794,85
1999;6;17;36;53;0,000127;0,000258;0,000194;135983,57;141198,81;277182,38
1999;7;22;41;63;0,000161;0,000288;0,000226;138300,1;144002,69;282302,79
1999;8;25;30;55;0,00018;0,000207;0,000194;139585,76;145656,31;285242,07
1999;9;33;34;67;0,000233;0,00023;0,000231;142409,51;147957,41;290366,92
1999;10;19;40;59;0,000134;0,000271;0,000204;140429,48;146135,71;286565,19
1999;11;18;46;64;0,000129;0,000316;0,000225;139854,47;145545,71;285400,18
1999;12;17;29;46;0,000126;0,000208;0,000167;132484,04;135864,13;268348,17
1999;13;27;37;64;0,000211;0,000281;0,000246;122389,25;127218,45;249607,7
1999;14;22;52;74;0,000181;0,000409;0,000297;120138,77;125858,65;245997,42
1999;15;37;61;98;0,00031;0,000488;0,000401;120937,99;126270,07;247208,06
1999;16;37;73;110;0,000302;0,000577;0,000442;125062,63;127788,24;252850,87
1999;17;34;107;141;0,000267;0,000823;0,000548;126703,96;129025,36;255729,32
1999;18;40;105;145;0,000327;0,000839;0,000586;120294,58;124445,01;244739,59
1999;19;46;129;175;0,000384;0,001047;0,00072;118458,6;121611,97;240070,57
1999;20;40;149;189;0,000342;0,001249;0,0008;115259,39;116774,31;232033,7
1999;21;42;112;154;0,000368;0,000968;0,00067;113275,53;115187,04;228462,57
1999;22;58;151;209;0,000514;0,00133;0,000924;113649,36;113666,97;227316,33
1999;23;49;158;207;0,000422;0,001365;0,000893;119311,48;119016,43;238327,91
1999;24;51;167;218;0,000414;0,001356;0,000885;124202,6;125347,55;249550,15
1999;25;40;172;212;0,000323;0,001377;0,000852;123766,52;125116,23;248882,75
1999;26;57;199;256;0,000464;0,001624;0,001043;122883,14;121405,41;244288,55
1999;27;56;211;267;0,00045;0,001721;0,001081;122684,11;120591,26;243275,37
1999;28;46;203;249;0,000382;0,001714;0,001043;118567,53;116824,71;235392,24
1999;29;76;184;260;0,00064;0,001576;0,001104;121728,03;119598,64;241326,67
1999;30;66;205;271;0,000544;0,001719;0,001126;121373,83;119286,18;240660,01
1999;31;66;196;262;0,000543;0,00165;0,00109;121367,6;117812,64;239180,24
1999;32;70;234;304;0,000569;0,001971;0,001258;123065,52;118179,69;241245,21
1999;33;82;238;320;0,000657;0,001988;0,001308;127182,28;121725,15;248907,43
1999;34;84;223;307;0,000653;0,001813;0,00122;128479;122739,84;251218,84
1999;35;94;232;326;0,000744;0,001905;0,001314;125958,15;122598,36;248556,51
1999;36;93;251;344;0,000735;0,002048;0,001381;124684,81;120206,93;244891,74
1999;37;87;253;340;0,000705;0,002145;0,001409;122548,1;116204,49;238752,59
1999;38;97;243;340;0,000811;0,002125;0,001454;115661,55;111679,24;227340,79
1999;39;119;266;385;0,000999;0,002321;0,001648;123214,23;118102,77;241317
1999;40;135;285;420;0,001158;0,002549;0,001839;109014,98;104492,24;213507,22
1999;41;127;280;407;0,001225;0,002821;0,002006;99572,27;95593,88;195166,15
1999;42;133;281;414;0,00133;0,002945;0,002118;99648,77;94478,05;194126,82
1999;43;147;307;454;0,001497;0,003301;0,002375;96363,09;91187,29;187550,38
1999;44;172;310;482;0,001813;0,003448;0,002609;93996,84;89194,74;183191,58
1999;45;154;322;476;0,001682;0,003687;0,002661;89605,36;85784,1;175389,46
1999;46;186;304;490;0,002139;0,003662;0,002883;84122,76;79940,69;164063,45
1999;47;207;331;538;0,002523;0,004291;0,00338;81320,62;75708,66;157029,28
1999;48;193;363;556;0,002439;0,00481;0,003596;77474,84;75622,45;153097,29
1999;49;211;385;596;0,002599;0,004906;0,003733;84197,4;80669,37;164866,77
1999;50;226;357;583;0,00288;0,004781;0,003807;73566,57;69432,07;142998,64
1999;51;247;397;644;0,003473;0,00594;0,004668;69480,78;64985,67;134466,45
1999;52;257;407;664;0,003851;0,006521;0,005141;66111,66;61748,75;127860,41
1999;53;258;466;724;0,003917;0,007467;0,005644;65977,06;63306,55;129283,61
1999;54;289;487;776;0,004458;0,007891;0,006132;64170,69;60636,44;124807,13
1999;55;297;555;852;0,00472;0,009368;0,006974;62289,51;58510,12;120799,63
1999;56;286;534;820;0,004688;0,009471;0,006985;60157,92;54800,83;114958,75
1999;57;339;576;915;0,005701;0,010821;0,00812;59084,06;52219,07;111303,13
1999;58;350;615;965;0,006253;0,012106;0,009038;53210,32;50010,2;103220,52
1999;59;404;606;1010;0,007358;0,011916;0,00955;57114,94;52423,65;109538,59
1999;60;341;588;929;0,006405;0,012202;0,009159;49861,68;44645,29;94506,97
1999;61;363;667;1030;0,007321;0,015111;0,01099;49602,37;44072,9;93675,27
1999;62;415;657;1072;0,008331;0,015026;0,01146;50233,78;43601,3;93835,08
1999;63;449;687;1136;0,009478;0,016536;0,012776;44305,52;39474,25;83779,77
1999;64;462;716;1178;0,010636;0,018606;0,01438;43008,42;38123,79;81132,21
1999;65;543;783;1326;0,013007;0,021526;0,016973;40923,06;35186,18;76109,24
1999;66;557;809;1366;0,013688;0,023494;0,018183;41248,24;34667,98;75916,22
1999;67;615;915;1530;0,014719;0,026586;0,020079;43224,81;35058,04;78282,85
1999;68;615;977;1592;0,014858;0,028248;0,020953;40441,21;34933,4;75374,61
1999;69;784;1113;1897;0,018511;0,031332;0,024359;44905,98;36982,96;81888,94
1999;70;789;1105;1894;0,018863;0,032707;0,025049;39597,33;31592,84;71190,17
1999;71;824;1158;1982;0,021732;0,038341;0,029096;37023,58;29836,3;66859,88
1999;72;841;1132;1973;0,02408;0,040663;0,031435;33797,16;27142,71;60939,87
1999;73;781;1031;1812;0,025239;0,042496;0,032823;29194,78;22674,06;51868,84
1999;74;835;1018;1853;0,030143;0,047345;0,03766;27046,46;21292,17;48338,63
1999;75;882;1073;1955;0,034267;0,054495;0,043034;25367,36;19084,5;44451,86
1999;76;872;1084;1956;0,036823;0,062011;0,04752;22718,24;16697,15;39415,39
1999;77;904;1140;2044;0,040208;0,071693;0,053251;23062,88;16051,97;39114,85
1999;78;979;1073;2052;0,046731;0,073442;0,057706;19775,5;14181,02;33956,52
1999;79;1048;1099;2147;0,05257;0,080468;0,063912;21029,59;14157,19;35186,78
1999;80;1034;996;2030;0,055858;0,086785;0,067694;18378,62;11360;29738,62
1999;81;1157;984;2141;0,066314;0,093997;0,076695;17612,46;10564,27;28176,73
1999;82;1221;1009;2230;0,075013;0,106321;0,086544;16137,78;9417,54;25555,32
1999;83;1170;1019;2189;0,079451;0,123639;0,095307;14504,19;8077,6;22581,79
1999;84;1184;940;2124;0,088916;0,132229;0,103991;13294,03;7108,21;20402,24
1999;85;1225;915;2140;0,101189;0,147952;0,117;12120,9;6188,18;18309,08
1999;86;1185;796;1981;0,112277;0,153976;0,125987;10200,05;5006,96;15207,01
1999;87;1124;744;1868;0,127475;0,176681;0,143379;8579,76;4175,76;12755,52
1999;88;1004;657;1661;0,136033;0,192098;0,153786;7236,57;3362,75;10599,32
1999;89;954;563;1517;0,156655;0,208824;0,172664;5915,87;2632,42;8548,29
1999;90;798;468;1266;0,163927;0,224623;0,182118;4694,49;2047,46;6741,95
1999;91;757;370;1127;0,19738;0,230632;0,207187;3748,85;1575,81;5324,66
1999;92;642;324;966;0,211196;0,268869;0,227569;3019,68;1175,64;4195,32
1999;93;576;274;850;0,243585;0,318781;0,263631;2313,26;838,97;3152,23
1999;94;445;194;639;0,253612;0,322854;0,271275;1701,41;593,71;2295,12
1999;95;379;154;533;0,301572;0,359589;0,316318;1221,49;435,34;1656,83
1999;96;250;122;372;0,277447;0,400011;0,308442;888,7;309,58;1198,28
1999;97;237;97;334;0,365232;0,484205;0,393297;648,88;198,15;847,03
1999;98;168;53;221;0,362397;0,398117;0,370366;476,84;140,96;617,8
1999;99;130;56;186;0,408174;0,640195;0,458168;306,42;87,56;393,98
1999;100;82;18;100;0,451186;0,390061;0,438808;161,38;40,55;201,93
1999;101;39;19;58;0,361245;0,775247;0,43784;112,12;26,34;138,46
1999;102;38;12;50;0,487252;0,834106;0,541272;81,25;17,12;98,37
1999;103;19;6;25;0,381169;0,639318;0,422072;45,6;10,11;55,71
1999;104;17;2;19;0,639098;0,357675;0,590215;25,04;4,78;29,82
1999;105;6;1;7;0,425431;0,288878;0,39852;14,04;3,55;17,59
1999;106;1;1;2;0,093473;0,407056;0,152033;10,62;2,33;12,95
1999;107;5;1;6;0,61237;0,575816;0,605959;8,74;2,11;10,85
1999;108;1;2;3;0,184388;0,953895;0,398936;4,91;3,56;8,47
1999;109;2;2;4;0,631579;1,006711;0,776197;2,91;2,34;5,25
1999;110;1;0;1;0,134529;0;0,094354;6,92;2,44;9,36
2000;0;1073;1263;2336;0,009084;0,010245;0,009677;120064,23;125288,47;245352,7
2000;1;47;58;105;0,000391;0,000464;0,000428;122469,03;127125,02;249594,05
2000;2;68;99;167;0,000558;0,000781;0,000671;123672,21;129175,84;252848,05
2000;3;30;50;80;0,00024;0,000384;0,000314;125386,93;130747,77;256134,7
2000;4;27;62;89;0,000215;0,000474;0,000347;127824,57;132812,31;260636,88
2000;5;29;31;60;0,000223;0,00023;0,000226;131202,18;136356,35;267558,53
2000;6;21;34;55;0,00016;0,000249;0,000205;132443,01;138161,98;270604,99
2000;7;29;37;66;0,000216;0,000265;0,000241;136060,43;141152,14;277212,57
2000;8;26;37;63;0,00019;0,00026;0,000225;138567,08;144176,04;282743,12
2000;9;24;37;61;0,000172;0,000254;0,000214;140448,85;146531,74;286980,59
2000;10;26;38;64;0,000183;0,000256;0,00022;142571,23;148064,09;290635,32
2000;11;22;35;57;0,000155;0,000238;0,000197;139584,31;145187,05;284771,36
2000;12;27;35;62;0,000195;0,000243;0,000219;138601,26;144076,47;282677,73
2000;13;25;40;65;0,000185;0,000287;0,000237;133350,03;136539,96;269889,99
2000;14;26;32;58;0,000203;0,000242;0,000223;122442,1;127457,82;249899,92
2000;15;25;49;74;0,000205;0,000385;0,000297;120211,32;126165,48;246376,8
2000;16;36;71;107;0,000301;0,000566;0,000437;121110,92;126700,48;247811,4
2000;17;43;97;140;0,000351;0,000767;0,000562;124982,11;127559,63;252541,74
2000;18;41;128;169;0,000322;0,000988;0,000658;126455,1;128443,72;254898,82
2000;19;44;146;190;0,000361;0,00117;0,00077;120183,09;124183,21;244366,3
2000;20;37;155;192;0,000309;0,00126;0,000791;118404,57;121509,61;239914,18
2000;21;42;144;186;0,000359;0,001209;0,000788;115199,15;116509,48;231708,63
2000;22;35;142;177;0,000307;0,001233;0,000773;112805,88;114327,46;227133,34
2000;23;51;146;197;0,000453;0,001294;0,000874;113670,57;113164,43;226835
2000;24;42;166;208;0,000361;0,001441;0,000899;119447,15;118543,64;237990,79
2000;25;42;182;224;0,000341;0,001483;0,000911;124221,21;124884,32;249105,53
2000;26;52;179;231;0,00042;0,001439;0,000931;123485,83;124510,04;247995,87
2000;27;60;180;240;0,000489;0,001472;0,00098;123002,32;121455,51;244457,83
2000;28;50;196;246;0,000401;0,001597;0,000995;122866,01;120790,27;243656,28
2000;29;46;191;237;0,000383;0,001615;0,000994;118302,52;116398,39;234700,91
2000;30;44;188;232;0,000371;0,001613;0,000986;121897,57;119604,08;241501,65
2000;31;67;199;266;0,000552;0,00167;0,001106;121114,71;119175,46;240290,17
2000;32;69;209;278;0,000569;0,001763;0,00116;120940,48;117405,54;238346,02
2000;33;75;219;294;0,000611;0,001848;0,001219;122960,25;118064,03;241024,28
2000;34;80;210;290;0,00064;0,001754;0,001185;127410,93;121902,36;249313,29
2000;35;80;213;293;0,000621;0,00173;0,001163;128722,09;122827,43;251549,52
2000;36;96;237;333;0,000758;0,001943;0,001339;126219,81;122926,53;249146,34
2000;37;101;226;327;0,000798;0,001841;0,001311;124689,75;120269,5;244959,25
2000;38;123;264;387;0,000998;0,00224;0,001605;122493,08;116007,8;238500,88
2000;39;112;270;382;0,000936;0,002361;0,001633;115849,04;111949,32;227798,36
2000;40;144;241;385;0,001205;0,002094;0,001641;123895,07;118868,33;242763,4
2000;41;128;275;403;0,001095;0,002456;0,001761;108863,47;104006,79;212870,26
2000;42;120;272;392;0,001162;0,002755;0,001941;98948,96;94992,04;193941
2000;43;139;327;466;0,001397;0,003445;0,002397;99255,86;94127,51;193383,37
2000;44;151;340;491;0,001544;0,003668;0,002577;96015,14;90935,02;186950,16
2000;45;144;355;499;0,001522;0,003955;0,002707;93816,17;89158,26;182974,43
2000;46;168;341;509;0,001841;0,003912;0,002852;89207,01;85538,62;174745,63
2000;47;200;332;532;0,002309;0,004014;0,003142;83813,41;79628,19;163441,6
2000;48;179;347;526;0,002188;0,004514;0,003315;81122,78;75491,97;156614,75
2000;49;210;381;591;0,002659;0,005059;0,00383;77367,56;75550,26;152917,82
2000;50;206;357;563;0,002543;0,004557;0,003533;83945,78;80489,64;164435,42
2000;51;230;413;643;0,002938;0,005542;0,004208;73424,22;69331,35;142755,57
2000;52;252;444;696;0,003548;0,006648;0,00505;69450,26;65040,85;134491,11
2000;53;281;445;726;0,004223;0,007143;0,005635;65747,87;61500,41;127248,28
2000;54;290;505;795;0,004433;0,008144;0,006239;65470,72;62798,82;128269,54
2000;55;303;476;779;0,004716;0,007787;0,006213;63552,79;59978,82;123531,61
2000;56;318;566;884;0,005097;0,009652;0,007304;61853,83;57960;119813,83
2000;57;321;553;874;0,005296;0,009908;0,007507;59830,29;54232,83;114063,12
2000;58;333;578;911;0,005634;0,010983;0,008153;58728,1;51592,4;110320,5
2000;59;353;584;937;0,006357;0,011649;0,008867;52688,38;49286,8;101975,18
2000;60;409;647;1056;0,00752;0,012902;0,010102;56610,32;51729,15;108339,47
2000;61;395;662;1057;0,007478;0,01391;0,010526;49566,38;44201,78;93768,16
2000;62;440;660;1100;0,008924;0,015073;0,011816;49398,14;43844,89;93243,03
2000;63;447;645;1092;0,008978;0,014786;0,01169;50434,95;43613,72;94048,67
2000;64;471;729;1200;0,00997;0,017683;0,013565;43865,67;38834;82699,67
2000;65;488;735;1223;0,011352;0,019411;0,015126;42567,81;37559,3;80127,11
2000;66;536;760;1296;0,013033;0,021349;0,016891;40133,48;34199,61;74333,09
2000;67;571;862;1433;0,014333;0,025742;0,019543;40336,58;33772,51;74109,09
2000;68;671;984;1655;0,016417;0,029343;0,022243;42350,98;34249,64;76600,62
2000;69;643;984;1627;0,015832;0,029174;0,021885;39801,29;34064,23;73865,52
2000;70;825;1078;1903;0,019834;0,031164;0,024978;44060,59;35975,21;80035,8
2000;71;759;1078;1837;0,01851;0,032885;0,024897;38802,24;30562,45;69364,69
2000;72;865;1203;2068;0,023362;0,041446;0,031309;36044,06;28520,9;64564,96
2000;73;828;1102;1930;0,024442;0,041541;0,031952;32691,01;25842,54;58533,55
2000;74;737;1061;1798;0,024578;0,045875;0,033852;28354,36;21707,68;50062,04
2000;75;834;1061;1895;0,031092;0,051753;0,040042;26107,99;20291,91;46399,9
2000;76;887;1092;1979;0,035618;0,058204;0,045322;24639;18260,84;42899,84
2000;77;929;991;1920;0,040577;0,059648;0,048597;21904,93;15748,81;37653,74
2000;78;1030;1033;2063;0,047771;0,069005;0,056472;22122,54;15037,81;37160,35
2000;79;924;1022;1946;0,046216;0,074977;0,057875;18838,34;13156,79;31995,13
2000;80;974;998;1972;0,050642;0,082945;0,063074;18645,51;11592,29;30237,8
2000;81;944;887;1831;0,05398;0,084366;0,065389;17284,51;10374,62;27659,13
2000;82;989;935;1924;0,060438;0,09829;0,074353;16410,17;9558,57;25968,74
2000;83;1067;893;1960;0,070388;0,10482;0,082777;14940,82;8397,91;23338,73
2000;84;1059;882;1941;0,077809;0,120639;0,092776;13337,32;7108,89;20446,21
2000;85;1074;789;1863;0,088131;0,126633;0,101157;12093,33;6178,46;18271,79
2000;86;1106;793;1899;0,10096;0,147982;0,116406;10899,53;5325,03;16224,56
2000;87;1019;717;1736;0,107953;0,162711;0,12538;9047,45;4242,83;13290,28
2000;88;985;612;1597;0,126497;0,173389;0,141123;7519,41;3471,8;10991,21
2000;89;895;532;1427;0,139318;0,188029;0,154212;6260,64;2756,44;9017,08
2000;90;884;456;1340;0,16983;0,208104;0,181169;5035,53;2115,05;7150,58
2000;91;676;397;1073;0,165335;0,238981;0,186612;3912,84;1627,93;5540,77
2000;92;611;333;944;0,19309;0,266603;0,213895;3054,83;1231,26;4286,09
2000;93;549;253;802;0,224306;0,277831;0,23882;2411,48;877,38;3288,86
2000;94;465;190;655;0,250414;0,300372;0,263108;1804,33;606,16;2410,49
2000;95;348;134;482;0,258962;0,310054;0,271395;1286,49;418,42;1704,91
2000;96;282;103;385;0,29888;0,342787;0,309486;909,81;298,21;1208,02
2000;97;227;94;321;0,347773;0,467088;0,375891;645,48;200,76;846,24
2000;98;163;62;225;0,361314;0,497646;0,390816;447,88;124,34;572,22
2000;99;115;27;142;0,359165;0,321972;0,351446;328,67;86,38;415,05
2000;100;118;34;152;0,571595;0,634921;0,584638;199,8;51,09;250,89
2000;101;42;14;56;0,370098;0,552159;0,403347;102,7;21,99;124,69
2000;102;29;6;35;0,407752;0,502513;0,421374;73,66;11,22;84,88
2000;103;24;7;31;0,472317;1,047904;0,539193;53,56;8,44;62
2000;104;22;4;26;0,746353;0,834492;0,758681;27,68;6,33;34,01
2000;105;9;2;11;0,666667;0,583658;0,649862;14;3,34;17,34
2000;106;9;0;9;1,124297;0;0,856735;10,75;2,55;13,3
2000;107;1;0;1;0,14742;0;0,114635;7,45;1,33;8,78
2000;108;3;0;3;0,527859;0;0,452602;5,91;0,56;6,47
2000;109;1;0;1;0,270392;0;0,210158;3,37;1,56;4,93
2000;110;2;0;2;0,23819;0;0,153061;7,92;3,89;11,81
2001;0;972;1187;2159;0,008401;0,009845;0,009138;117712,11;122809,19;240521,3
2001;1;83;122;205;0,000731;0,001034;0,000885;117221,31;121781,52;239002,83
2001;2;56;65;121;0,000474;0,000531;0,000503;120979,63;125360,87;246340,5
2001;3;42;56;98;0,000348;0,000447;0,000398;123001,39;128066,56;251067,95
2001;4;27;40;67;0,000217;0,00031;0,000265;124737,46;129819,33;254556,79
2001;5;26;34;60;0,000207;0,000261;0,000235;127684,66;132513,34;260198
2001;6;25;35;60;0,000193;0,00026;0,000227;131002,2;136117,27;267119,47
2001;7;34;34;68;0,000259;0,000249;0,000254;132390,19;138027,67;270417,86
2001;8;19;31;50;0,000142;0,000222;0,000183;136129,48;141107,09;277236,57
2001;9;27;31;58;0,000197;0,000218;0,000207;138832,66;144347,65;283180,31
2001;10;18;33;51;0,000128;0,000226;0,000178;141316,5;147402,16;288718,66
2001;11;25;29;54;0,000175;0,000195;0,000185;142734,31;148171,03;290905,34
2001;12;28;39;67;0,000198;0,000266;0,000232;138733;144246,56;282979,56
2001;13;25;36;61;0,000182;0,000252;0,000217;137339,62;142606,74;279946,36
2001;14;44;50;94;0,000326;0,00036;0,000343;134212,63;137213,13;271425,76
2001;15;39;60;99;0,000303;0,000452;0,000379;122493,9;127701,52;250195,42
2001;16;28;88;116;0,00023;0,00069;0,000465;120282,9;126468,19;246751,09
2001;17;37;111;148;0,000309;0,000882;0,000603;121281,33;127114,08;248395,41
2001;18;39;133;172;0,000319;0,00105;0,000691;124895,01;127308,17;252203,18
2001;19;38;137;175;0,000299;0,001061;0,000683;126200,73;127830,55;254031,28
2001;20;39;177;216;0,00032;0,001424;0,000878;120074,09;123885;243959,09
2001;21;41;169;210;0,000343;0,001376;0,000867;118354,1;121400,54;239754,64
2001;22;44;153;197;0,000377;0,001287;0,000836;115141,58;116231,19;231372,77
2001;23;48;147;195;0,000423;0,001283;0,000855;112343,12;113456,27;225799,39
2001;24;34;151;185;0,000303;0,001346;0,000824;113698,81;112660,12;226358,93
2001;25;55;192;247;0,000473;0,001673;0,001069;119590,73;118058,37;237649,1
2001;26;70;176;246;0,000568;0,00144;0,001002;124238,1;124411,02;248649,12
2001;27;59;187;246;0,000477;0,00151;0,000994;123197,79;123910,63;247108,42
2001;28;61;192;253;0,000497;0,001573;0,001034;123123,2;121522,55;244645,75
2001;29;53;178;231;0,000425;0,001449;0,000933;123050,76;121002,69;244053,45
2001;30;45;214;259;0,000374;0,001811;0,001086;118054,05;115976,44;234030,49
2001;31;59;193;252;0,000497;0,001659;0,001072;122082,03;119609,8;241691,83
2001;32;74;216;290;0,00061;0,001813;0,001206;120853,57;119060,87;239914,44
2001;33;75;231;306;0,000621;0,001953;0,00128;120509,32;116999,97;237509,29
2001;34;102;224;326;0,000833;0,001895;0,001355;122853,57;117970,19;240823,76
2001;35;103;221;324;0,000824;0,001845;0,001324;127642,86;122100,24;249743,1
2001;36;103;236;339;0,000798;0,001915;0,001343;128965,82;122915,1;251880,92
2001;37;100;266;366;0,000788;0,002177;0,00147;126476,35;123265,24;249741,59
2001;38;104;291;395;0,000821;0,002367;0,001582;124672,14;120338,35;245010,49
2001;39;114;285;399;0,000925;0,00242;0,001655;122412,92;115791,74;238204,66
2001;40;116;288;404;0,000969;0,002518;0,001726;116016,3;112220,81;228237,11
2001;41;138;307;445;0,001151;0,002655;0,001889;124567,61;119649,72;244217,33
2001;42;150;292;442;0,001281;0,002605;0,001929;108718,94;103530,3;212249,24
2001;43;160;297;457;0,001556;0,003026;0,002273;98325,86;94370,04;192695,9
2001;44;182;322;504;0,001839;0,003411;0,002606;98857,99;93737,76;192595,75
2001;45;179;345;524;0,001837;0,003736;0,002761;95680,1;90644,4;186324,5
2001;46;177;362;539;0,001876;0,004041;0,002931;93641,45;89089,68;182731,13
2001;47;182;360;542;0,002001;0,004138;0,003046;88794,41;85269,17;174063,58
2001;48;208;345;553;0,002412;0,004187;0,003279;83512,07;79294,08;162806,15
2001;49;219;371;590;0,002686;0,004845;0,003732;80929,55;75258,22;156187,77
2001;50;215;416;631;0,002728;0,005536;0,004098;77254,93;75483,39;152738,32
2001;51;242;436;678;0,002995;0,005576;0,004264;83694,24;80295,18;163989,42
2001;52;242;461;703;0,003099;0,006203;0,004613;73277,32;69179,24;142456,56
2001;53;286;469;755;0,004032;0,007031;0,005486;69404,69;65053,22;134457,91
2001;54;310;513;823;0,004676;0,008256;0,006408;65356,28;61214,03;126570,31
2001;55;310;531;841;0,004773;0,008623;0,006647;64941,76;62277,32;127219,08
2001;56;340;592;932;0,005342;0,009784;0,007507;62917,05;59320,95;122238
2001;57;354;584;938;0,005726;0,010069;0,007829;61389,94;57394,82;118784,76
2001;58;357;630;987;0,005931;0,011409;0,008552;59488,83;53654,47;113143,3
2001;59;409;624;1033;0,006964;0,012;0,009329;58373,46;50980,44;109353,9
2001;60;400;736;1136;0,007264;0,014894;0,010873;52164,1;48558,6;100722,7
2001;61;451;741;1192;0,008377;0,015017;0,011553;56073,45;50975,41;107048,86
2001;62;442;714;1156;0,008443;0,01521;0,011642;49205,71;43726,08;92931,79
2001;63;448;696;1144;0,009146;0,01603;0,012381;49140,17;43626,38;92766,55
2001;64;492;797;1289;0,009893;0,018337;0,013831;50608,93;43610,51;94219,44
2001;65;515;813;1328;0,01094;0,019911;0,015107;43403,81;38165,11;81568,92
2001;66;560;854;1414;0,013176;0,022959;0,017742;42116,07;36995,53;79111,6
2001;67;530;817;1347;0,01309;0,023495;0,017898;39340,25;33197,57;72537,82
2001;68;658;914;1572;0,016894;0,02814;0,022008;39389,56;32815,71;72205,27
2001;69;713;1047;1760;0,017866;0,032112;0,024271;41435,99;33403,7;74839,69
2001;70;781;1150;1931;0,019634;0,035036;0,026598;39128,33;33210,75;72339,08
2001;71;815;1192;2007;0,019977;0,035473;0,026976;43207,55;34996,58;78204,13
2001;72;874;1195;2069;0,021768;0,037681;0,02879;38001,16;29522,45;67523,61
2001;73;932;1207;2139;0,025829;0,043394;0,033475;35051,27;27199,07;62250,34
2001;74;789;1124;1913;0,02403;0,044585;0,032957;31613,49;24541,64;56155,13
2001;75;899;1028;1927;0,030991;0,046768;0,037792;27538,5;20707,48;48245,98
2001;76;899;1075;1974;0,034728;0,055164;0,043504;25165,03;19258,08;44423,11
